step,wall_time,value
49,1775345371.634464,0.795308828
99,1775345378.059251,0.869381547
149,1775345384.807268,0.849631369
199,1775345391.366037,0.742376983
249,1775345398.122903,0.784888983
299,1775345404.998324,0.79962337
349,1775345411.290577,0.772628903
399,1775345418.146235,0.744096041
449,1775345424.690581,0.717704177
499,1775345431.256730,0.687472224
549,1775345437.633881,0.646635056
599,1775345444.287116,0.634131193
649,1775345450.705328,0.591400504
699,1775345457.552669,0.577819228
749,1775345463.789190,0.580341935
799,1775345470.355729,0.535385251
849,1775345477.013191,0.536556363
899,1775345483.624293,0.549521685
949,1775345491.709218,0.510758281
999,1775345498.367141,0.527260542
1049,1775345505.329734,0.518254519
1099,1775345512.052597,0.496568382
1149,1775345518.730001,0.511687398
1199,1775345525.661971,0.486247659
1249,1775345532.294673,0.50265038
1299,1775345538.833431,0.471309364
1349,1775345545.589920,0.486127019
1399,1775345552.367655,0.484276712
1449,1775345559.011845,0.46707961
1499,1775345565.565180,0.46345228
1549,1775345572.201286,0.4689852
1599,1775345578.972736,0.461993098
1649,1775345585.518123,0.467863053
1699,1775345591.884625,0.484154105
1749,1775345598.420688,0.42303589
1799,1775345605.141132,0.447047621
1849,1775345611.881696,0.465641916
1899,1775345618.567419,0.430618674
1949,1775345625.363262,0.482991099
1999,1775345631.902122,0.417615414
2049,1775345638.484463,0.433007598
2099,1775345646.507946,0.407518834
2149,1775345653.290601,0.445931256
2199,1775345659.901079,0.44241184
2249,1775345666.566267,0.439878196
2299,1775345673.202851,0.423934996
2349,1775345680.003116,0.424061537
2399,1775345686.749739,0.419872284
2449,1775345693.382979,0.427616596
2499,1775345700.040483,0.39804408
2549,1775345706.530484,0.408979088
2599,1775345713.435831,0.427725255
2649,1775345720.197977,0.411250979
2699,1775345727.102480,0.397877693
2749,1775345733.770869,0.384279728
2799,1775345740.547256,0.391055524
2849,1775345747.375308,0.375508666
2899,1775345753.702459,0.382875711
2949,1775345759.944736,0.414640635
2999,1775345766.522811,0.360574365
3049,1775345773.336385,0.380462915
3099,1775345780.139713,0.348053813
3149,1775345786.661999,0.356145859
3199,1775345793.357092,0.380100369
3249,1775345800.795798,0.360801071
3299,1775345807.237972,0.351240218
3349,1775345813.930238,0.362227798
3399,1775345820.628415,0.320576429
3449,1775345827.320564,0.30884853
3499,1775345834.187837,0.338279009
3549,1775345840.728651,0.295660853
3599,1775345847.491699,0.288782924
3649,1775345853.932382,0.332809329
3699,1775345860.355550,0.293380082
3749,1775345867.005115,0.310442358
3799,1775345873.412801,0.309654832
3849,1775345880.004290,0.30140397
3899,1775345886.637397,0.320237875
3949,1775345893.088011,0.291238695
3999,1775345899.735092,0.293540657
4049,1775345906.461125,0.295173109
4099,1775345912.802754,0.270371675
4149,1775345919.400759,0.236730799
4199,1775345926.377430,0.238367021
4249,1775345933.194609,0.284000129
4299,1775345940.242404,0.240750909
4349,1775345946.952929,0.240736052
4399,1775345953.674067,0.279343247
4449,1775345961.408048,0.230640709
4499,1775345968.059634,0.275500596
4549,1775345974.736195,0.234495178
4599,1775345981.309941,0.231132254
4649,1775345987.697189,0.228725821
4699,1775345994.424797,0.236362681
4749,1775346000.968904,0.259422272
4799,1775346007.399021,0.242128313
4849,1775346014.038319,0.261695385
4899,1775346020.617373,0.223462299
4949,1775346027.225432,0.216980353
4999,1775346033.594419,0.171087623
5049,1775346040.155455,0.246804893
5099,1775346046.655506,0.241080463
5149,1775346052.825457,0.242502868
5199,1775346059.292590,0.207915962
5249,1775346065.390617,0.226497233
5299,1775346071.785033,0.212650418
5349,1775346078.266564,0.224304333
5399,1775346084.669147,0.211066067
5449,1775346090.842382,0.23097381
5499,1775346096.736363,0.213182047
5549,1775346103.338745,0.16513145
5599,1775346110.882136,0.2217682
5649,1775346117.212530,0.216737926
5699,1775346123.737896,0.215977773
5749,1775346129.931239,0.212767571
5799,1775346136.316442,0.185647324
5849,1775346142.680547,0.185602695
5899,1775346149.158066,0.2332744
5949,1775346155.602049,0.245108664
5999,1775346162.012504,0.212902635
6049,1775346168.462585,0.220464021
6099,1775346174.760472,0.224741951
6149,1775346181.155687,0.243831575
6199,1775346187.373141,0.209578052
6249,1775346193.842544,0.176636934
6299,1775346200.352825,0.157465085
6349,1775346206.650352,0.182675958
6399,1775346212.695086,0.211288929
6449,1775346219.074619,0.186324805
6499,1775346225.599045,0.19109574
6549,1775346231.778930,0.212753117
6599,1775346238.235376,0.207309872
6649,1775346244.885280,0.14438504
6699,1775346251.195695,0.182567745
6749,1775346258.423656,0.231362104
6799,1775346264.671873,0.24949187
6849,1775346271.029391,0.226248503
6899,1775346277.427806,0.187643409
6949,1775346283.557706,0.212989628
6999,1775346290.142217,0.173216522
7049,1775346296.294373,0.217340559
7099,1775346302.603191,0.180586159
7149,1775346308.983552,0.172001556
7199,1775346315.410958,0.176098704
7249,1775346321.956112,0.19975999
7299,1775346328.280039,0.21602051
7349,1775346334.586785,0.17132175
7399,1775346340.971247,0.179380029
7449,1775346347.724796,0.16041258
7499,1775346354.204176,0.212975115
7549,1775346360.726976,0.190539718
7599,1775346367.248696,0.183700502
7649,1775346373.474253,0.20389621
7699,1775346379.730359,0.193041563
7749,1775346386.191433,0.176882356
7799,1775346392.752677,0.182689875
7849,1775346399.399682,0.143464237
7899,1775346406.451409,0.190063417
7949,1775346413.233805,0.195715904
7999,1775346419.571060,0.188463122
8049,1775346426.273510,0.210070491
8099,1775346433.033878,0.17196542
8149,1775346440.050859,0.208227634
8199,1775346446.958735,0.254961014
8249,1775346453.755057,0.190162152
8299,1775346460.624125,0.190919116
8349,1775346467.377667,0.161866561
8399,1775346474.047641,0.198029965
8449,1775346480.867761,0.190401077
8499,1775346487.389148,0.156492233
8549,1775346494.129406,0.162429243
8599,1775346501.304683,0.212263793
8649,1775346508.061554,0.187833205
8699,1775346515.073199,0.155266434
8749,1775346521.983875,0.166493401
8799,1775346528.795850,0.19578144
8849,1775346535.678021,0.159385264
8899,1775346542.283995,0.181573972
8949,1775346548.868476,0.181797266
8999,1775346555.913994,0.235925287
9049,1775346563.415531,0.19161281
9099,1775346569.988723,0.187451869
9149,1775346576.836160,0.192255929
9199,1775346583.559596,0.192788512
