step,wall_time,value
30194,1775014755.725372,0.00186738651
60389,1775021245.617184,0.0012662356
90584,1775027788.810253,0.00103325222
120779,1775034236.118115,0.0015055649
150974,1775040721.386573,0.000822420465
181169,1775047194.337985,0.00140100042
211364,1775053695.823871,0.00139105623
241559,1775060054.940021,0.0012714169
271754,1775066504.443965,0.00181425933
301949,1775072945.111679,0.00237095286
332144,1775087601.385367,0.00256999931
362339,1775094199.890329,0.00224893866
392534,1775100695.027893,0.00196609087
422729,1775107299.930830,0.00116515229
452924,1775113898.607004,0.00135959638
483119,1775120457.265285,0.00122420222
513314,1775126996.600240,0.000982229831
543509,1775133555.950197,0.00112227665
573704,1775140029.820405,0.00079450151
603899,1775146492.723965,0.000840020482
634094,1775153504.777868,0.000642713334
664289,1775160820.334431,0.00063885405
694484,1775167339.515085,0.000388992863
724679,1775173855.684750,0.000831813144
754874,1775180353.155466,0.000720367942
